#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  57
#! SET periodic_phi true
   -3.141592654  108.516239124   49.064541278
   -3.031361332  113.390462240   39.178816936
   -2.921130011  117.109369664   28.269504900
   -2.810898690  119.614420293   17.393425616
   -2.700667369  120.977299390    7.638705995
   -2.590436048  121.376481098   -0.144510299
   -2.480204727  121.047673892   -5.413324377
   -2.369973405  120.295560414   -7.891279635
   -2.259742084  119.423500558   -7.653907085
   -2.149510763  118.707906299   -5.183264175
   -2.039279442  118.345327548   -1.359489420
   -1.929048121  118.438144454    2.834225827
   -1.818816799  118.963643337    6.291432726
   -1.708585478  119.773879290    7.992292944
   -1.598354157  120.642034508    7.304709358
   -1.488122836  121.281245054    3.942825364
   -1.377891515  121.407226992   -1.891859613
   -1.267660194  120.780261042   -9.513842676
   -1.157428872  119.264307684  -18.035153046
   -1.047197551  116.812751269  -26.277304243
   -0.936966230  113.521390334  -33.279329931
   -0.826734909  109.579765875  -38.129117796
   -0.716503588  105.237589728  -40.354243459
   -0.606272266  100.794174820  -39.742667932
   -0.496040945   96.564665832  -36.456416392
   -0.385809624   92.838232117  -30.694193869
   -0.275578303   89.865773829  -22.870198277
   -0.165346982   87.844815542  -13.472444923
   -0.055115661   86.919969132   -3.001274519
    0.055115661   87.179465042    7.930446123
    0.165346982   88.640066956   18.593149064
    0.275578303   91.220428463   28.169211669
    0.385809624   94.750287284   35.699633828
    0.496040945   98.950845153   40.227601040
    0.606272266  103.442907348   40.867547087
    0.716503588  107.764137474   37.033320410
    0.826734909  111.411640984   28.569444113
    0.936966230  113.890652448   15.921304976
    1.047197551  114.791714134    0.078964377
    1.157428872  113.853145638  -17.385387603
    1.267660194  110.984840521  -34.519142672
    1.377891515  106.333328460  -49.417440894
    1.488122836  100.247199227  -60.316220277
    1.598354157   93.245508725  -65.900402943
    1.708585478   85.968913042  -65.431142320
    1.818816799   79.069709457  -58.981249840
    1.929048121   73.174847620  -47.261457297
    2.039279442   68.816841918  -31.426605856
    2.149510763   66.348125895  -13.118601563
    2.259742084   65.954920693    5.907022780
    2.369973405   67.624634235   24.003311547
    2.480204727   71.162682331   39.636402898
    2.590436048   76.232535207   51.670765741
    2.700667369   82.407534915   59.475748798
    2.810898690   89.191839395   62.767854217
    2.921130011   96.087655849   61.716943448
    3.031361332  102.658561608   56.865072794
